"name","length","exp number of AAs in TMHs","exp number of AAs in TMHs in the first 60 AAs","predicted number of TMH","topology"
"YP_006990620.1","650","0.02","0.01","0","o"
"YP_006990621.1","3450","0.58","0.00","0","o"
"YP_006990622.1","67","0.02","0.02","0","i"
"YP_006990623.1","77","0.01","0.01","0","i"
"YP_006990624.1","166","0.00","0.00","0","o"
"YP_006990625.1","82","0.00","0.00","0","o"
"YP_006990626.1","140","0.48","0.38","0","o"
"YP_006990627.1","146","0.00","0.00","0","o"
"YP_006990628.1","184","0.41","0.00","0","o"
"YP_006990629.1","265","0.01","0.00","0","o"
"YP_006990630.1","250","0.09","0.09","0","o"
"YP_006990631.1","717","1.61","1.42","0","o"
"YP_006990632.1","326","0.00","0.00","0","o"
"YP_006990633.1","157","0.01","0.00","0","o"
"YP_006990634.1","86","0.00","0.00","0","o"
"YP_006990635.1","859","0.15","0.00","0","o"
"YP_006990636.1","176","0.00","0.00","0","o"
"YP_006990637.1","436","0.00","0.00","0","o"
"YP_006990638.1","112","3.52","1.26","0","o"
"YP_006990639.1","131","4.29","4.29","0","i"
"YP_006990640.1","55","0.01","0.01","0","i"
"YP_006990641.1","683","0.00","0.00","0","o"
"YP_006990642.1","854","0.01","0.00","0","o"
"YP_006990643.1","63","0.14","0.14","0","i"
"YP_006990644.1","108","0.13","0.13","0","o"
"YP_006990645.1","72","0.00","0.00","0","i"
"YP_006990646.1","79","44.39","44.39","2","i5-27o32-54i"
"YP_006990647.1","314","0.01","0.00","0","o"
"YP_006990648.1","147","0.13","0.08","0","o"
"YP_006990649.1","128","0.00","0.00","0","i"
"YP_006990650.1","80","44.63","44.63","2","o4-26i33-55o"
"YP_006990651.1","69","0.00","0.00","0","o"
"YP_006990652.1","168","0.23","0.15","0","o"
"YP_006990653.1","391","0.22","0.13","0","o"
"YP_006990654.1","350","0.10","0.10","0","o"
"YP_006990655.1","109","0.09","0.09","0","o"
"YP_006990656.1","61","9.84","9.84","0","o"
"YP_006990657.1","69","0.08","0.06","0","i"
"YP_006990658.1","62","22.11","22.11","1","i7-29o"
"YP_006990659.1","86","41.09","41.08","2","i5-27o32-50i"
"YP_006990660.1","104","0.00","0.00","0","o"
"YP_006990661.1","277","0.04","0.01","0","o"
"YP_006990662.1","60","43.69","43.69","2","i5-27o37-59i"
"YP_006990663.1","46","0.08","0.08","0","i"
"YP_006990664.1","405","0.01","0.00","0","o"
"YP_006990665.1","79","0.01","0.00","0","o"
"YP_006990666.1","53","0.02","0.02","0","o"
"YP_006990667.1","272","0.02","0.02","0","o"
"YP_006990668.1","86","0.22","0.22","0","o"
"YP_006990669.1","116","0.40","0.11","0","o"
"YP_006990670.1","126","0.00","0.00","0","o"
"YP_006990671.1","104","0.00","0.00","0","o"
"YP_006990672.1","84","0.00","0.00","0","o"
"YP_006990673.1","73","0.00","0.00","0","i"
"YP_006990674.1","102","0.00","0.00","0","o"
"YP_006990675.1","70","22.95","22.87","1","i37-59o"
"YP_006990676.1","61","0.00","0.00","0","i"
"YP_006990677.1","57","0.03","0.03","0","o"
"YP_006990678.1","72","29.65","29.65","0","o"
"YP_006990679.1","61","0.00","0.00","0","i"
"YP_006990680.1","127","0.00","0.00","0","o"
"YP_006990681.1","68","0.00","0.00","0","o"
"YP_006990682.1","66","0.00","0.00","0","o"
"YP_006990683.1","60","0.00","0.00","0","o"
"YP_006990684.1","107","0.91","0.91","0","i"
"YP_006990685.1","106","0.01","0.01","0","o"
"YP_006990686.1","104","0.53","0.04","0","o"
"YP_006990687.1","113","0.00","0.00","0","o"
"YP_006990688.1","77","2.49","2.31","0","i"
"YP_006990689.1","104","1.24","0.07","0","o"
"YP_006990690.1","132","0.01","0.00","0","o"
"YP_006990691.1","92","0.01","0.00","0","i"
"YP_006990692.1","229","0.00","0.00","0","o"
"YP_006990693.1","529","2.97","0.04","0","o"
"YP_006990694.1","235","0.00","0.00","0","o"
"YP_006990695.1","896","0.24","0.08","0","o"
"YP_006990696.1","65","0.00","0.00","0","i"
"YP_007010348.1","47","0.43","0.43","0","o"
"YP_007010038.1","93","0.28","0.20","0","o"
"YP_007010119.1","87","0.00","0.00","0","i"
"YP_007010120.1","161","0.12","0.01","0","o"
"YP_007010140.1","88","0.00","0.00","0","o"
"YP_007010154.1","134","5.35","0.03","0","o"
"YP_007010155.1","58","0.00","0.00","0","i"
"YP_007010156.1","95","0.03","0.02","0","o"
"YP_007010163.1","60","0.01","0.01","0","o"
"YP_007010186.1","53","0.00","0.00","0","i"
"YP_007010274.1","134","0.00","0.00","0","o"
"YP_007010282.1","62","0.00","0.00","0","o"
"YP_007010381.1","82","0.01","0.00","0","o"
"YP_007010382.1","45","0.00","0.00","0","i"
"YP_007010385.1","79","0.00","0.00","0","o"
"YP_007010414.1","142","68.56","37.04","3","i19-41o46-68i114-136o"
"YP_007010028.1","112","0.04","0.04","0","o"
"YP_007010030.1","81","0.00","0.00","0","o"
"YP_007010032.1","68","34.48","34.48","2","i7-26o30-47i"
"YP_007010033.1","75","0.03","0.03","0","o"
"YP_007010034.1","89","0.00","0.00","0","o"
"YP_007010035.1","209","0.42","0.00","0","o"
"YP_007010041.1","131","0.00","0.00","0","o"
"YP_007010043.1","79","0.02","0.02","0","i"
"YP_007010044.1","64","0.04","0.04","0","i"
"YP_007010045.1","77","0.00","0.00","0","i"
"YP_007010046.1","94","0.00","0.00","0","o"
"YP_007010048.1","101","0.00","0.00","0","o"
"YP_007010050.1","90","23.22","22.95","1","o5-27i"
"YP_007010052.1","93","3.45","3.45","0","i"
"YP_007010053.1","111","0.00","0.00","0","i"
"YP_007010055.1","123","0.00","0.00","0","o"
"YP_007010056.1","85","0.00","0.00","0","o"
"YP_007010057.1","98","0.00","0.00","0","o"
"YP_007010059.1","70","0.00","0.00","0","o"
"YP_007010060.1","79","0.58","0.21","0","i"
"YP_007010061.1","80","0.00","0.00","0","i"
"YP_007010062.1","54","39.50","39.50","2","o4-21i33-50o"
"YP_007010063.1","118","0.00","0.00","0","o"
"YP_007010066.1","158","0.00","0.00","0","o"
"YP_007010070.1","87","0.00","0.00","0","o"
"YP_007010071.1","50","0.00","0.00","0","i"
"YP_007010072.1","61","0.19","0.19","0","o"
"YP_007010074.1","58","0.05","0.05","0","o"
"YP_007010075.1","51","0.00","0.00","0","o"
"YP_007010076.1","79","2.02","2.02","0","i"
"YP_007010077.1","107","0.09","0.05","0","o"
"YP_007010078.1","72","0.00","0.00","0","i"
"YP_007010079.1","159","0.00","0.00","0","o"
"YP_007010080.1","76","0.00","0.00","0","i"
"YP_007010081.1","63","0.01","0.01","0","o"
"YP_007010082.1","76","0.00","0.00","0","o"
"YP_007010083.1","93","0.00","0.00","0","o"
"YP_007010084.1","79","40.90","31.36","1","i27-49o"
"YP_007010087.1","41","19.07","19.07","1","i21-39o"
"YP_007010088.1","99","0.00","0.00","0","o"
"YP_007010091.1","107","0.00","0.00","0","o"
"YP_007010092.1","78","0.00","0.00","0","i"
"YP_007010093.1","184","0.01","0.00","0","o"
"YP_007010095.1","131","0.00","0.00","0","o"
"YP_007010096.1","119","0.00","0.00","0","o"
"YP_007010098.1","101","0.00","0.00","0","o"
"YP_007010099.1","72","0.00","0.00","0","i"
"YP_007010100.1","63","0.00","0.00","0","o"
"YP_007010101.1","59","0.00","0.00","0","i"
"YP_007010105.1","144","37.04","16.15","2","i5-22o110-129i"
"YP_007010107.1","205","0.14","0.08","0","i"
"YP_007010111.1","63","0.01","0.01","0","o"
"YP_007010114.1","82","0.00","0.00","0","i"
"YP_007010115.1","92","0.00","0.00","0","o"
"YP_007010121.1","93","0.00","0.00","0","i"
"YP_007010123.1","47","1.71","1.71","0","o"
"YP_007010125.1","76","0.00","0.00","0","o"
"YP_007010129.1","45","21.34","21.34","1","i26-43o"
"YP_007010130.1","46","15.00","15.00","0","o"
"YP_007010133.1","80","0.00","0.00","0","o"
"YP_007010136.1","153","0.01","0.01","0","o"
"YP_007010137.1","206","0.01","0.00","0","o"
"YP_007010138.1","217","0.01","0.00","0","o"
"YP_007010144.1","106","0.53","0.00","0","o"
"YP_007010145.1","54","38.97","38.97","2","i7-24o28-50i"
"YP_007010151.1","89","0.00","0.00","0","o"
"YP_007010159.1","106","0.01","0.01","0","o"
"YP_007010160.1","66","0.00","0.00","0","o"
"YP_007010161.1","78","1.16","1.16","0","i"
"YP_007010165.1","59","0.06","0.06","0","o"
"YP_007010166.1","65","0.01","0.01","0","o"
"YP_007010167.1","73","0.03","0.01","0","o"
"YP_007010169.1","89","0.03","0.03","0","o"
"YP_007010171.1","51","0.05","0.05","0","o"
"YP_007010172.1","57","0.00","0.00","0","o"
"YP_007010173.1","75","0.00","0.00","0","o"
"YP_007010176.1","108","0.01","0.00","0","i"
"YP_007010177.1","118","0.90","0.00","0","o"
"YP_007010179.1","220","5.23","4.29","0","o"
"YP_007010184.1","61","0.00","0.00","0","i"
"YP_007010192.1","180","0.00","0.00","0","o"
"YP_007010193.1","63","0.00","0.00","0","o"
"YP_007010195.1","60","0.01","0.01","0","i"
"YP_007010203.1","225","0.04","0.00","0","o"
"YP_007010204.1","66","0.01","0.01","0","o"
"YP_007010206.1","124","1.45","0.66","0","o"
"YP_007010207.1","71","42.88","37.12","2","o10-32i45-64o"
"YP_007010208.1","92","43.84","21.58","2","i5-27o65-87i"
"YP_007010209.1","74","0.55","0.55","0","o"
"YP_007010211.1","98","0.04","0.00","0","i"
"YP_007010212.1","96","0.00","0.00","0","o"
"YP_007010214.1","51","0.08","0.08","0","o"
"YP_007010215.1","120","0.00","0.00","0","o"
"YP_007010220.1","61","18.19","18.19","1","i5-24o"
"YP_007010224.1","71","0.00","0.00","0","i"
"YP_007010225.1","49","0.00","0.00","0","o"
"YP_007010227.1","83","0.00","0.00","0","o"
"YP_007010233.1","65","0.02","0.02","0","i"
"YP_007010235.1","61","0.00","0.00","0","i"
"YP_007010239.1","46","21.20","21.20","1","o15-37i"
"YP_007010241.1","76","0.02","0.02","0","o"
"YP_007010242.1","63","0.01","0.01","0","o"
"YP_007010244.1","111","2.02","1.97","0","o"
"YP_007010251.1","85","0.00","0.00","0","o"
"YP_007010259.1","90","0.00","0.00","0","o"
"YP_007010260.1","108","0.00","0.00","0","o"
"YP_007010258.1","95","0.00","0.00","0","i"
"YP_007010262.1","101","0.00","0.00","0","o"
"YP_007010263.1","63","0.00","0.00","0","o"
"YP_007010284.1","84","0.81","0.81","0","o"
"YP_007010300.1","39","0.66","0.66","0","i"
"YP_007010314.1","59","0.00","0.00","0","i"
"YP_007010327.1","239","16.10","16.09","1","i5-27o"
"YP_007010330.1","73","0.66","0.66","0","o"
"YP_007010362.1","122","0.00","0.00","0","o"
"YP_007010375.1","74","0.00","0.00","0","o"
"YP_007010376.1","51","0.00","0.00","0","i"
"YP_007010378.1","74","0.00","0.00","0","o"
"YP_007010379.1","44","0.00","0.00","0","i"
"YP_007010383.1","129","0.00","0.00","0","o"
"YP_007010386.1","78","0.15","0.15","0","o"
"YP_007010388.1","61","37.08","37.08","2","o5-22i42-59o"
"YP_007010404.1","193","0.01","0.01","0","o"
"YP_007010406.1","167","0.53","0.31","0","o"
"YP_007010411.1","81","1.70","1.39","0","o"
"YP_007010412.1","36","0.00","0.00","0","i"
"YP_007010417.1","70","0.22","0.22","0","i"
"YP_007010418.1","64","21.76","21.25","1","o37-59i"
"YP_007010424.1","75","0.00","0.00","0","o"
"YP_007010426.1","75","1.05","1.05","0","i"
"YP_007010435.1","80","0.02","0.01","0","i"
"YP_007010437.1","92","0.01","0.01","0","i"
"YP_007010442.1","162","0.00","0.00","0","i"
"YP_007010443.1","72","0.00","0.00","0","i"
"YP_007010447.1","148","0.63","0.63","0","o"
"YP_007010450.1","63","2.61","2.61","0","o"
"YP_007010451.1","79","0.00","0.00","0","o"
"YP_007010452.1","69","0.12","0.12","0","o"
"YP_007010027.1","59","0.00","0.00","0","i"
"YP_007010164.1","86","0.01","0.00","0","o"
"YP_007010190.1","94","0.07","0.06","0","i"
"YP_007010280.1","90","0.04","0.02","0","o"
"YP_007010292.1","93","0.00","0.00","0","o"
"YP_007010304.1","107","0.00","0.00","0","o"
"YP_007010316.1","75","0.00","0.00","0","i"
"YP_007010343.1","101","0.01","0.01","0","i"
"YP_007010387.1","83","0.00","0.00","0","i"
"YP_007010421.1","85","0.00","0.00","0","o"
"YP_007010029.1","163","0.01","0.01","0","o"
"YP_007010031.1","153","0.00","0.00","0","o"
"YP_007010444.1","78","0.01","0.01","0","o"
"YP_007010036.1","197","0.00","0.00","0","o"
"YP_007010037.1","153","0.01","0.01","0","o"
"YP_007010039.1","117","0.06","0.02","0","o"
"YP_007010040.1","284","1.39","1.38","0","o"
"YP_007010042.1","115","0.68","0.68","0","o"
"YP_007010047.1","93","0.00","0.00","0","i"
"YP_007010049.1","102","6.20","6.20","0","o"
"YP_007010051.1","117","20.58","20.10","1","o4-21i"
"YP_007010054.1","85","0.01","0.01","0","i"
"YP_007010058.1","82","0.01","0.01","0","i"
"YP_007010064.1","72","0.00","0.00","0","o"
"YP_007010065.1","86","0.01","0.00","0","o"
"YP_007010067.1","98","0.11","0.00","0","o"
"YP_007010069.1","73","42.27","39.79","2","i9-31o41-63i"
"YP_007010073.1","138","3.32","3.32","0","o"
"YP_007010086.1","130","0.00","0.00","0","i"
"YP_007010089.1","96","0.00","0.00","0","i"
"YP_007010090.1","68","0.00","0.00","0","o"
"YP_007010094.1","362","0.02","0.02","0","o"
"YP_007010097.1","243","0.00","0.00","0","o"
"YP_007010102.1","87","0.00","0.00","0","o"
"YP_007010103.1","83","0.90","0.90","0","i"
"YP_007010106.1","145","0.03","0.02","0","o"
"YP_007010108.1","72","0.00","0.00","0","o"
"YP_007010109.1","155","0.01","0.01","0","o"
"YP_007010110.1","141","0.00","0.00","0","o"
"YP_007010112.1","166","0.01","0.01","0","o"
"YP_007010113.1","78","0.02","0.02","0","o"
"YP_007010118.1","130","0.01","0.01","0","o"
"YP_007010122.1","84","0.37","0.32","0","o"
"YP_007010124.1","115","0.00","0.00","0","i"
"YP_007010127.1","110","0.01","0.01","0","o"
"YP_007010128.1","304","0.00","0.00","0","o"
"YP_007010132.1","383","14.86","0.01","0","o"
"YP_007010134.1","98","0.01","0.01","0","o"
"YP_007010135.1","156","0.02","0.00","0","o"
"YP_007010141.1","228","0.01","0.01","0","o"
"YP_007010142.1","70","0.00","0.00","0","i"
"YP_007010143.1","98","0.43","0.38","0","o"
"YP_007010146.1","87","0.00","0.00","0","o"
"YP_007010147.1","210","0.00","0.00","0","o"
"YP_007010150.1","95","0.01","0.01","0","o"
"YP_007010152.1","127","0.00","0.00","0","o"
"YP_007010153.1","75","0.01","0.01","0","o"
"YP_007010157.1","90","38.79","38.60","2","i12-34o39-58i"
"YP_007010158.1","132","0.15","0.14","0","o"
"YP_007010168.1","92","0.00","0.00","0","o"
"YP_007010174.1","115","0.00","0.00","0","o"
"YP_007010178.1","157","2.23","2.22","0","o"
"YP_007010180.1","110","0.00","0.00","0","o"
"YP_007010182.1","97","0.00","0.00","0","o"
"YP_007010185.1","91","0.04","0.00","0","o"
"YP_007010187.1","79","0.96","0.96","0","i"
"YP_007010194.1","79","0.00","0.00","0","o"
"YP_007010196.1","141","0.00","0.00","0","o"
"YP_007010197.1","59","0.00","0.00","0","o"
"YP_007010199.1","132","0.00","0.00","0","o"
"YP_007010201.1","141","0.00","0.00","0","o"
"YP_007010202.1","136","0.07","0.01","0","i"
"YP_007010205.1","63","0.00","0.00","0","o"
"YP_007010213.1","149","2.31","0.01","0","i"
"YP_007010217.1","146","19.70","19.70","1","o4-21i"
"YP_007010218.1","130","0.00","0.00","0","o"
"YP_007010222.1","75","0.00","0.00","0","i"
"YP_007010223.1","76","0.53","0.52","0","i"
"YP_007010226.1","125","0.00","0.00","0","o"
"YP_007010230.1","74","0.07","0.07","0","o"
"YP_007010231.1","93","0.00","0.00","0","o"
"YP_007010232.1","183","0.02","0.01","0","o"
"YP_007010238.1","86","0.21","0.21","0","i"
"YP_007010243.1","171","0.01","0.00","0","o"
"YP_007010245.1","87","3.66","2.32","0","o"
"YP_007010246.1","258","0.02","0.00","0","o"
"YP_007010247.1","79","0.04","0.04","0","o"
"YP_007010248.1","84","0.00","0.00","0","i"
"YP_007010250.1","188","0.17","0.00","0","o"
"YP_007010252.1","37","0.00","0.00","0","o"
"YP_007010253.1","97","0.00","0.00","0","i"
"YP_007010254.1","96","0.07","0.07","0","o"
"YP_007010256.1","397","0.00","0.00","0","o"
"YP_007010257.1","744","0.06","0.01","0","o"
"YP_007010266.1","123","0.15","0.14","0","o"
"YP_007010268.1","135","0.00","0.00","0","o"
"YP_007010270.1","171","0.06","0.00","0","i"
"YP_007010272.1","143","0.05","0.02","0","o"
"YP_007010271.1","96","0.00","0.00","0","i"
"YP_007010273.1","369","0.21","0.03","0","o"
"YP_007010287.1","73","0.00","0.00","0","o"
"YP_007010289.1","484","0.01","0.00","0","o"
"YP_007010290.1","86","0.12","0.00","0","i"
"YP_007010291.1","201","3.35","0.01","0","o"
"YP_007010293.1","74","0.16","0.16","0","o"
"YP_007010294.1","89","3.73","0.39","0","o"
"YP_007010299.1","300","0.93","0.87","0","o"
"YP_007010301.1","1259","0.06","0.00","0","o"
"YP_007010305.1","79","0.00","0.00","0","o"
"YP_007010309.1","120","0.45","0.45","0","o"
"YP_007010311.1","58","0.26","0.26","0","i"
"YP_007010312.1","206","0.01","0.01","0","o"
"YP_007010313.1","420","0.01","0.01","0","o"
"YP_007010317.1","118","0.00","0.00","0","o"
"YP_007010319.1","307","0.00","0.00","0","o"
"YP_007010321.1","120","18.15","18.15","1","o10-32i"
"YP_007010322.1","160","0.04","0.00","0","o"
"YP_007010323.1","104","10.46","10.44","0","o"
"YP_007010324.1","107","0.00","0.00","0","o"
"YP_007010328.1","88","0.22","0.00","0","o"
"YP_007010329.1","290","0.01","0.00","0","o"
"YP_007010331.1","186","0.01","0.00","0","o"
"YP_007010332.1","114","0.00","0.00","0","i"
"YP_007010338.1","51","0.01","0.01","0","o"
"YP_007010337.1","158","0.00","0.00","0","o"
"YP_007010349.1","498","0.03","0.00","0","o"
"YP_007010351.1","451","0.14","0.01","0","o"
"YP_007010363.1","91","0.08","0.03","0","o"
"YP_007010365.1","412","0.02","0.00","0","o"
"YP_007010380.1","329","0.09","0.09","0","o"
"YP_007010384.1","131","0.01","0.01","0","o"
"YP_007010389.1","68","0.00","0.00","0","i"
"YP_007010390.1","184","0.01","0.00","0","o"
"YP_007010391.1","133","1.07","1.07","0","i"
"YP_007010392.1","83","0.23","0.20","0","i"
"YP_007010393.1","283","0.41","0.40","0","o"
"YP_007010394.1","255","0.02","0.01","0","o"
"YP_007010395.1","138","0.06","0.03","0","o"
"YP_007010398.1","1329","0.01","0.00","0","o"
"YP_007010399.1","89","0.00","0.00","0","o"
"YP_007010400.1","125","18.38","18.38","1","i7-24o"
"YP_007010402.1","88","0.67","0.30","0","i"
"YP_007010403.1","84","0.00","0.00","0","o"
"YP_007010405.1","186","0.19","0.19","0","o"
"YP_007010407.1","124","0.00","0.00","0","o"
"YP_007010408.1","112","0.12","0.01","0","o"
"YP_007010409.1","118","0.09","0.08","0","o"
"YP_007010413.1","149","67.11","36.01","3","i21-43o47-69i124-146o"
"YP_007010416.1","134","0.84","0.84","0","o"
"YP_007010419.1","82","0.02","0.01","0","o"
"YP_007010422.1","125","0.01","0.00","0","o"
"YP_007010423.1","103","0.04","0.04","0","i"
"YP_007010427.1","68","0.00","0.00","0","i"
"YP_007010430.1","137","0.02","0.02","0","o"
"YP_007010431.1","144","48.30","23.26","2","i32-54o74-96i"
"YP_007010432.1","127","0.02","0.02","0","i"
"YP_007010433.1","118","0.00","0.00","0","i"
"YP_007010434.1","106","0.00","0.00","0","o"
"YP_007010436.1","63","0.00","0.00","0","i"
"YP_007010439.1","100","0.00","0.00","0","o"
"YP_007010440.1","76","0.00","0.00","0","o"
"YP_007010441.1","83","22.69","22.69","1","i20-42o"
"YP_007010445.1","66","0.00","0.00","0","i"
"YP_007010446.1","76","0.02","0.02","0","i"
"YP_007010448.1","76","41.91","29.21","2","i7-29o52-74i"
"YP_007010449.1","127","0.06","0.06","0","i"
"YP_007010453.1","170","0.00","0.00","0","o"
"YP_007010068.1","87","0.01","0.00","0","o"
"YP_007010085.1","110","1.94","1.15","0","i"
"YP_007010104.1","93","9.09","9.09","0","i"
"YP_007010116.1","103","0.01","0.00","0","o"
"YP_007010126.1","96","0.00","0.00","0","o"
"YP_007010139.1","197","0.04","0.04","0","o"
"YP_007010148.1","302","0.00","0.00","0","o"
"YP_007010170.1","101","0.00","0.00","0","i"
"YP_007010188.1","73","0.01","0.01","0","o"
"YP_007010216.1","249","0.00","0.00","0","o"
"YP_007010237.1","85","0.01","0.01","0","o"
"YP_007010249.1","56","0.00","0.00","0","o"
"YP_007010326.1","211","11.63","0.00","0","o"
"YP_007010318.1","93","0.00","0.00","0","o"
"YP_007010360.1","98","0.14","0.14","0","o"
"YP_007010356.1","895","14.73","0.00","0","o"
"YP_007010372.1","619","45.04","0.00","2","o307-329i336-358o"
"YP_007010377.1","337","0.02","0.00","0","o"
"YP_007010425.1","105","1.05","0.99","0","o"
"YP_007010428.1","184","0.02","0.02","0","o"
"YP_007010429.1","126","0.01","0.01","0","o"
"YP_007010131.1","128","42.24","17.20","1","o53-75i"
"YP_007010219.1","168","0.10","0.10","0","o"
"YP_007010240.1","175","17.59","17.56","1","o5-24i"
"YP_007010255.1","317","0.01","0.00","0","o"
"YP_007010420.1","138","0.00","0.00","0","o"
"YP_007010265.1","163","1.14","0.29","0","o"
"YP_007010117.1","158","0.00","0.00","0","o"
"YP_007010149.1","75","0.00","0.00","0","o"
"YP_007010162.1","392","0.07","0.06","0","o"
"YP_007010175.1","121","0.31","0.30","0","o"
"YP_007010181.1","290","0.30","0.08","0","o"
"YP_007010183.1","178","0.02","0.00","0","o"
"YP_007010189.1","326","0.01","0.00","0","o"
"YP_007010191.1","503","2.50","0.09","0","o"
"YP_007010198.1","265","0.03","0.00","0","o"
"YP_007010200.1","149","0.00","0.00","0","o"
"YP_007010210.1","322","0.00","0.00","0","o"
"YP_007010221.1","330","0.00","0.00","0","o"
"YP_007010228.1","134","0.10","0.00","0","o"
"YP_007010229.1","174","0.00","0.00","0","o"
"YP_007010234.1","305","0.02","0.00","0","o"
"YP_007010236.1","85","0.00","0.00","0","o"
"YP_007010261.1","667","0.00","0.00","0","o"
"YP_007010264.1","217","0.00","0.00","0","o"
